sep=;,,,,
,,,,
,,,,
 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 1989 to 1989 - (created: 09-05-2019),,,,
,,,,
Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production,,,,
24228;Soviet Union;India;V-601/SA-3B;SAM;Missiles;1986;No;215;Yes;1989;Yes;New;0.1200;0.1200;25.8;No,,,,
14514;Soviet Union;East Germany (GDR);Strela-10/SA-13;SAM;Missiles;1984;Yes;200;Yes;1989;No;New;0.0600;0.0600;12;No,,,,
16962;Israel;Colombia;Shafrir-2;SRAAM;Missiles;1988;No;80;Yes;1989;Yes;New;0.0400;0.0400;3.2;No,,,,
29224;Soviet Union;Cuba;R-60/AA-8;SRAAM;Missiles;1985;Yes;50;Yes;1989;Yes;New;0.0900;0.0900;4.5;No,,,,
29223;Soviet Union;Cuba;R-27/AA-10;BVRAAM;Missiles;1988;Yes;16;Yes;1989;Yes;New;0.1900;0.1900;3.04;No,,,,
24655;France;UAE;Super-530D;BVRAAM;Missiles;1983;No;50;Yes;1989;Yes;New;0.1600;0.1600;8;No,,,,
4950;Soviet Union;Jordan;Strela-10/SA-13;SAM;Missiles;1986;Yes;310;Yes;1989;Yes;New;0.0600;0.0600;18.6;No,,,,
37139;Italy;United States;Compact 76mm;Naval gun;Naval weapons;1973;Yes;4;Yes;1989;No;New;2.5000;2.5000;10;No,,,,
38974;Italy;Oman;Compact 40L70;Naval gun;Naval weapons;1986;Yes;1;No;1989;No;New;2.5000;2.5000;2.5;No,,,,
29689;United States;Netherlands;Mk-48 533mm;AS/ASW torpedo;Missiles;1979;Yes;20;Yes;1989;Yes;New;1.2500;1.2500;25;No,,,,
18234;Australia;Tonga;ASI-315;Patrol craft;Ships;1988;No;1;No;1989;No;New;6.0000;6.0000;6;No,,,,
18259;Soviet Union;Iraq;T-72;Tank;Armoured vehicles;1982;Yes;50;Yes;1989;No;New;2.1400;2.1400;107;No,,,,
37356;United Kingdom;Yugoslavia;Viper;Turbojet;Engines;1978;No;10;Yes;1989;No;New;0.4000;0.4000;4;Yes,,,,
20400;Soviet Union;East Germany (GDR);R-27/AA-10;BVRAAM;Missiles;1987;Yes;28;Yes;1989;Yes;New;0.1900;0.1900;5.32;No,,,,
25889;Iran;Hezbollah (Lebanon)*;9M14M/AT-3;Anti-tank missile;Missiles;1980;Yes;25;Yes;1989;Yes;New;0.0100;0.0100;0.25;No,,,,
36192;Soviet Union;Viet Nam;2S3 152mm;Self-propelled gun;Artillery;1987;Yes;15;Yes;1989;Yes;New;1.0000;1.0000;15;No,,,,
37292;United States;Chile;6V-53;Diesel engine;Engines;1980;Yes;22;Yes;1989;No;New;0.0400;0.0400;0.88;No,,,,
37380;United Kingdom;Romania;Viper;Turbojet;Engines;1971;Yes;60;Yes;1989;No;New;0.4000;0.4000;24;Yes,,,,
19643;China;Iran;HQ-2/CSA-1;SAM;Missiles;1989;Yes;66;Yes;1989;No;New;0.1200;0.1200;7.92;No,,,,
23256;Soviet Union;Bulgaria;5V55K/SA-10A;SAM;Missiles;1988;Yes;75;Yes;1989;Yes;New;0.3500;0.3500;26.25;No,,,,
36921;Soviet Union;India;APR-2;ASW torpedo;Missiles;1985;Yes;10;Yes;1989;Yes;New;0.2500;0.2500;2.5;No,,,,
35562;Germany;China;BF8L;Diesel engine;Engines;1981;Yes;200;Yes;1989;No;New;0.0600;0.0600;12;Yes,,,,
38033;France;China;AS565S Panther;ASW helicopter;Aircraft;1980;Yes;3;Yes;1989;Yes;New;9.5000;9.5000;28.5;Yes,,,,
4577;Germany;Indonesia;PB-57;Patrol craft;Ships;1982;No;2;No;1989;No;New;20.0000;20.0000;40;Yes,,,,
19556;Soviet Union;Libya;Kh-29/AS-14 Kedge;ASM;Missiles;1989;No;20;Yes;1989;Yes;New;0.2000;0.2000;4;No,,,,
23322;Soviet Union;India;R-73/AA-11;SRAAM;Missiles;1987;Yes;200;Yes;1989;No;New;0.1500;0.1500;30;No,,,,
37505;France;Thailand;ATLIS;Aircraft EO system;Sensors;1987;Yes;3;Yes;1989;Yes;New;1.0000;1.0000;3;No,,,,
29018;Libya;Sudan;Mi-24D/Mi-25;Combat helicopter;Aircraft;1988;Yes;2;Yes;1989;No;Second hand;8.2500;3.3;6.6;No,,,,
36945;United States;Spain;I-HAWK;SAM system;Air defence systems;1987;Yes;2;Yes;1989;Yes;New;37.5000;37.5000;75;No,,,,
15921;Sweden;Pakistan;RBS-70;Portable SAM;Missiles;1985;Yes;25;Yes;1989;Yes;New;0.0800;0.0800;2;Yes,,,,
264;Italy;South Korea;Type-6614;APC;Armoured vehicles;1976;No;10;No;1989;No;New;0.1800;0.1800;1.8;Yes,,,,
4963;United States;Japan;CH-47D Chinook;Transport helicopter;Aircraft;1984;No;6;Yes;1989;No;New;18.0000;18.0000;108;Yes,,,,
18163;Germany;India;Do-228MP;MP aircraft;Aircraft;1983;No;2;Yes;1989;No;New;3.3000;3.3000;6.6;Yes,,,,
18619;France;Chile;Falcon-20;Light transport ac;Aircraft;1988;No;2;No;1989;Yes;New;8.0000;8.0000;16;No,,,,
29978;Unknown supplier(s);Burundi;Strela-2/SA-7;Portable SAM;Missiles;1988;Yes;155;Yes;1989;Yes;New;0.0400;0.0400;6.2;No,,,,
21042;France;India;MILAN;Anti-tank missile;Missiles;1979;Yes;1000;Yes;1989;No;New;0.0100;0.0100;10;Yes,,,,
32771;Germany;India;MILAN;Anti-tank missile;Missiles;1979;Yes;1000;Yes;1989;No;New;0.0100;0.0100;10;Yes,,,,
18590;France;Bahrain;MM-40 Exocet;Anti-ship missile;Missiles;1985;Yes;7;Yes;1989;Yes;New;1.0000;1.0000;7;No,,,,
16847;France;Oman;MM-40 Exocet;Anti-ship missile;Missiles;1986;Yes;20;Yes;1989;No;New;1.0000;1.0000;20;No,,,,
3888;United States;Italy;Bell-412;Helicopter;Aircraft;1980;No;2;Yes;1989;No;New;5.0000;5.0000;10;Yes,,,,
19850;Soviet Union;Nicaragua;Mi-24V/Mi-35;Combat helicopter;Aircraft;1988;Yes;4;Yes;1989;No;New;8.5000;8.5000;34;No,,,,
36776;United States;Venezuela;6V-53;Diesel engine;Engines;1988;Yes;16;Yes;1989;No;New;0.0400;0.0400;0.64;No,,,,
31496;United States;Germany;Tornado IDS Radar;Combat ac radar;Sensors;1976;Yes;30;Yes;1989;No;New;2.0000;2.0000;60;Yes,,,,
26861;Soviet Union;Yugoslavia;Strela-2/SA-7;Portable SAM;Missiles;1980;Yes;1500;Yes;1989;No;New;0.0400;0.0400;60;Yes,,,,
33118;Italy;Spain;Spada;SAM system;Air defence systems;1985;No;2;Yes;1989;No;New;20.0000;20.0000;40;Yes,,,,
37413;Italy;South Korea;Compact 76mm;Naval gun;Naval weapons;1978;Yes;22;No;1989;No;New;2.5000;2.5000;55;No,,,,
38331;United States;Bahrain;Cape;Patrol craft;Ships;1989;No;6;No;1989;No;Second hand;5.8000;2.32;13.92;No,,,,
29791;Sweden;Norway;Type-613 533mm;AS torpedo;Missiles;1984;Yes;60;Yes;1989;Yes;New;1.2500;1.2500;75;No,,,,
38682;France;Netherlands;TSM-2021;MCM sonar;Sensors;1980;Yes;2;No;1989;No;New;7.5000;7.5000;15;No,,,,
38657;France;Belgium;TSM-2021;MCM sonar;Sensors;1980;Yes;2;No;1989;No;New;7.5000;7.5000;15;No,,,,
29988;Soviet Union;Congo;K-13M/AA-2C;SRAAM;Missiles;1988;Yes;50;Yes;1989;Yes;New;0.0700;0.0700;3.5;No,,,,
54175;Soviet Union;India;RD-33;Turbofan;Engines;1986;No;10;Yes;1989;No;New;2.2000;2.2000;22;No,,,,
52119;Soviet Union;Bulgaria;2S3 152mm;Self-propelled gun;Artillery;1988;Yes;4;Yes;1989;Yes;New;1.0000;1.0000;4;No,,,,
52205;United States;New Zealand;APG-66;Combat ac radar;Sensors;1986;No;7;Yes;1989;No;New;1.5000;1.5000;10.5;No,,,,
52349;Egypt;Mujahedin (Afghanistan)*;Strela-2/SA-7;Portable SAM;Missiles;1984;Yes;50;Yes;1989;Yes;New;0.0400;0.0400;2;No,,,,
52399;United Kingdom;France;Tyne;Turboprop;Engines;1984;No;6;Yes;1989;No;New;1.5000;1.5000;9;No,,,,
52418;France;UAE;ATLIS;Aircraft EO system;Sensors;1983;Yes;18;Yes;1989;No;New;1.0000;1.0000;18;No,,,,
35295;United Kingdom;United States;Pegasus;Turbofan;Engines;1975;Yes;25;Yes;1989;No;New;3.0000;3.0000;75;Yes,,,,
19383;Sweden;Austria;RBS-56 Bill;Anti-tank missile;Missiles;1989;No;100;Yes;1989;No;New;0.0200;0.0200;2;No,,,,
34336;United States;Italy;AIM-9L Sidewinder;SRAAM;Missiles;1985;Yes;200;Yes;1989;Yes;New;0.1100;0.1100;22;No,,,,
19407;Soviet Union;North Korea;Strela-2/SA-7;Portable SAM;Missiles;1976;Yes;300;Yes;1989;Yes;New;0.0400;0.0400;12;Yes,,,,
18919;China;North Korea;HN-5A;Portable SAM;Missiles;1981;Yes;100;Yes;1989;Yes;New;0.0500;0.0500;5;Yes,,,,
37582;Canada;Australia;PT6;Turboprop/turboshaft;Engines;1986;No;12;Yes;1989;No;New;0.6000;0.6000;7.2;No,,,,
23389;Soviet Union;India;TEST-71;AS/ASW torpedo;Missiles;1983;Yes;30;Yes;1989;Yes;New;1.1000;1.1000;33;No,,,,
53784;Soviet Union;Cambodia;9M14M/AT-3;Anti-tank missile;Missiles;1988;Yes;100;Yes;1989;Yes;Second hand;0.0100;0.004;0.4;No,,,,
21130;United States;Jamaica;Bell-205/UH-1H;Helicopter;Aircraft;1989;Yes;4;No;1989;No;Second hand;2.6200;1.048;4.192;No,,,,
29954;Germany;India;SUT;AS/ASW torpedo;Missiles;1981;Yes;15;Yes;1989;Yes;New;1.1000;1.1000;16.5;No,,,,
54136;Soviet Union;Poland;V-55;Diesel engine;Engines;1970;Yes;5;Yes;1989;Yes;New;0.1500;0.1500;0.75;No,,,,
54137;Soviet Union;Poland;V-46;Diesel engine;Engines;1988;Yes;4;Yes;1989;No;New;0.1700;0.1700;0.68;Yes,,,,
37374;France;South Africa;Atar-9;Turbojet;Engines;1980;Yes;5;Yes;1989;No;New;1.5000;1.5000;7.5;Yes,,,,
19435;United States;Pakistan;RIM-66B Standard-1MR;SAM;Missiles;1988;No;75;Yes;1989;No;Second hand;0.2500;0.1;7.5;No,,,,
54405;United States;Pakistan;Mk-46;ASW torpedo;Missiles;1988;Yes;80;Yes;1989;Yes;Second hand;0.2500;0.1;8;No,,,,
55821;Germany;South Africa;OM-352;Diesel engine;Engines;1979;Yes;200;Yes;1989;No;New;0.0100;0.0100;2;Yes,,,,
14123;United States;Japan;M-110A2 203mm;Self-propelled gun;Artillery;1981;No;12;Yes;1989;No;New;1.1000;1.1000;13.2;Yes,,,,
23187;Soviet Union;India;S-200/SA-5;SAM;Missiles;1988;Yes;40;Yes;1989;Yes;New;0.5000;0.5000;20;No,,,,
37373;United States;Taiwan;F-125;Turbofan;Engines;1987;No;5;Yes;1989;Yes;New;1.0000;1.0000;5;Yes,,,,
21547;Soviet Union;Afghanistan;An-32;Transport aircraft;Aircraft;1986;Yes;14;Yes;1989;No;New;11.0000;11.0000;154;No,,,,
19176;United Kingdom;United States;Watchman;Air search radar;Sensors;1988;No;1;No;1989;No;New;5.0000;5.0000;5;No,,,,
19062;France;Angola;AS365/AS565 Panther;Helicopter;Aircraft;1987;Yes;3;Yes;1989;Yes;New;3.2500;3.2500;9.75;No,,,,
23130;United States;South Korea;HCDS;Coast defence system;Sensors;1988;No;1;Yes;1989;Yes;New;10.0000;10.0000;10;No,,,,
57288;United States;Germany;AQS-13F;ASW sonar;Sensors;1986;No;2;No;1989;No;New;1.5000;1.5000;3;No,,,,
57404;France;Kuwait;BTM;APC turret;Other;1988;No;50;Yes;1989;No;New;0.0400;0.0400;2;No,,,,
18700;Egypt;Kuwait;Fahd;APC;Armoured vehicles;1988;No;50;Yes;1989;No;New;0.2000;0.2000;10;No,,,,
18829;Soviet Union;Yugoslavia;R-60/AA-8;SRAAM;Missiles;1987;Yes;50;Yes;1989;Yes;New;0.0900;0.0900;4.5;No,,,,
52590;France;Spain;Roland-1;Mobile SAM system;Air defence systems;1984;No;5;Yes;1989;No;New;9.0000;9.0000;45;Yes,,,,
27746;United States;Japan;Mk-46 Mod-5 NEARTIP;ASW torpedo;Missiles;1982;No;200;Yes;1989;Yes;New;0.3500;0.3500;70;Yes,,,,
18774;Soviet Union;North Korea;MiG-29;Fighter aircraft;Aircraft;1987;Yes;7;Yes;1989;No;New;20.6500;20.6500;144.55;No,,,,
18922;Soviet Union;North Korea;R-60/AA-8;SRAAM;Missiles;1987;Yes;75;Yes;1989;Yes;New;0.0900;0.0900;6.75;No,,,,
34342;Soviet Union;East Germany (GDR);Kh-25MP/AS-12;ARM;Missiles;1985;Yes;25;Yes;1989;Yes;New;0.2000;0.2000;5;No,,,,
28088;Soviet Union;Syria;Kh-25MP/AS-12;ARM;Missiles;1987;Yes;25;Yes;1989;Yes;New;0.2000;0.2000;5;No,,,,
37360;United Kingdom;Japan;Adour;Turbofan;Engines;1967;Yes;15;Yes;1989;No;New;1.3000;1.3000;19.5;Yes,,,,
59334;United States;Japan;F100;Turbofan;Engines;1978;Yes;3;Yes;1989;No;New;3.2500;3.2500;9.75;Yes,,,,
59335;United States;Japan;T56;Turboprop;Engines;1978;Yes;4;Yes;1989;No;New;1.4000;1.4000;5.6;Yes,,,,
59336;United States;Japan;T55-L;Turboshaft;Engines;1984;No;1;Yes;1989;Yes;New;1.2000;1.2000;1.2;Yes,,,,
58718;North Korea;UAE;9P117/Scud-B TEL;Mobile SSM launcher;Artillery;1989;Yes;6;Yes;1989;No;New;1.0000;1.0000;6;No,,,,
28485;North Korea;UAE;R-17 Elbrus/Scud-B;SSM;Missiles;1989;Yes;25;Yes;1989;No;New;1.5000;1.5000;37.5;No,,,,
59851;Soviet Union;Syria;3M11/AT-2a;Anti-tank missile;Missiles;1983;Yes;100;Yes;1989;Yes;New;0.0200;0.0200;2;No,,,,
57512;United States;Turkey;Mk-29 IBPDMS;Naval SAM system;Naval weapons;1982;Yes;1;No;1989;No;New;5.0000;5.0000;5;No,,,,
60438;United States;Japan;Mk-29 IBPDMS;Naval SAM system;Naval weapons;1984;Yes;3;No;1989;No;New;5.0000;5.0000;15;No,,,,
60488;Germany;Chile;Bo-105;Light helicopter;Aircraft;1988;Yes;6;No;1989;No;New;1.2000;1.2000;7.2;No,,,,
60554;France;India;12PA6;Diesel engine;Engines;1987;Yes;2;No;1989;No;New;2.0000;2.0000;4;Yes,,,,
38536;Soviet Union;Romania;AK-176 76mm;Naval gun;Naval weapons;1986;Yes;1;No;1989;No;New;2.5000;2.5000;2.5;No,,,,
27503;France;Oman;TRS-2100 Tiger-S;Air search radar;Sensors;1986;Yes;1;Yes;1989;Yes;New;4.7500;4.7500;4.75;No,,,,
34383;Germany;Taiwan;SUT;AS/ASW torpedo;Missiles;1988;Yes;75;Yes;1989;Yes;New;1.1000;1.1000;82.5;No,,,,
18149;France;China;R-440 Crotale;SAM;Missiles;1978;Yes;150;Yes;1989;Yes;New;0.1100;0.1100;16.5;Yes,,,,
62399;Switzerland;Turkey;Fieldguard;Fire control radar;Sensors;1985;Yes;25;Yes;1989;Yes;New;2.0000;2.0000;50;Yes,,,,
21135;Germany;Turkey;BPz-2;ARV;Armoured vehicles;1987;Yes;8;No;1989;Yes;Second hand;1.4000;0.56;4.48;No,,,,
37807;United States;Ecuador;CT7;Turboprop;Engines;1988;No;4;Yes;1989;No;New;0.9000;0.9000;3.6;No,,,,
14570;United States;Portugal;P-3B Orion;ASW aircraft;Aircraft;1985;No;5;Yes;1989;No;Second hand but modernized;30.0000;19.8;99;No,,,,
23200;Soviet Union;Hungary;Mi-9;SIGINT helicopter;Aircraft;1988;Yes;1;No;1989;Yes;New;12.0000;12.0000;12;No,,,,
16845;United Kingdom;Oman;Province;FAC;Ships;1986;No;1;No;1989;No;New;62.5000;62.5000;62.5;No,,,,
18977;United States;Pakistan;Brooke;Frigate;Ships;1988;No;4;No;1989;No;Second hand;165.0000;66;264;No,,,,
19444;Israel;Venezuela;Arava;Transport aircraft;Aircraft;1987;No;2;No;1989;No;New;2.7500;2.7500;5.5;No,,,,
18625;Germany;Turkey;F-104G Starfighter;FGA aircraft;Aircraft;1980;No;2;No;1989;No;Second hand;11.2000;4.48;8.96;No,,,,
19690;Portugal;Italy;Boeing-707;Transport aircraft;Aircraft;1988;No;4;No;1989;No;Second hand;44.5000;17.8;71.2;No,,,,
19828;South Africa;Australia;Buffel;APC;Armoured vehicles;1989;No;1;No;1989;No;New;0.1500;0.1500;0.15;No,,,,
19710;United Kingdom;Australia;Appleleaf;Tanker;Ships;1989;No;1;No;1989;No;Second hand;55.0000;22;22;No,,,,
16717;United Kingdom;Denmark;Martello;Air search radar;Sensors;1984;Yes;4;No;1989;No;New;13.0000;13.0000;52;No,,,,
18269;Spain;France;C-212;Transport aircraft;Aircraft;1987;No;3;No;1989;No;New;3.8000;3.8000;11.4;No,,,,
19923;United States;Brazil;Thomaston;AALS;Ships;1989;No;1;No;1989;No;Second hand;95.0000;38;38;No,,,,
4930;France;Spain;MILAN;Anti-tank missile;Missiles;1985;No;250;No;1989;No;New;0.0100;0.0100;2.5;No,,,,
19492;Egypt;Sudan;Fahd;APC;Armoured vehicles;1989;No;10;No;1989;No;New;0.2000;0.2000;2;No,,,,
17511;United States;Turkey;AIM-7F Sparrow;BVRAAM;Missiles;1983;Yes;50;No;1989;No;New;0.1600;0.1600;8;No,,,,
20290;Spain;Iraq;Al Fao 210mm;Self-propelled gun;Artillery;1989;Yes;2;No;1989;No;New;1.2500;1.2500;2.5;No,,,,
18714;United Kingdom;Portugal;Watchman;Air search radar;Sensors;1988;No;1;Yes;1989;Yes;New;5.0000;5.0000;5;No,,,,
19794;Italy;Taiwan;Orion RTN-10X;Fire control radar;Sensors;1987;Yes;2;Yes;1989;Yes;New;2.2500;2.2500;4.5;No,,,,
17876;France;China;SA-342 Gazelle;Light helicopter;Aircraft;1987;No;4;Yes;1989;No;New;0.8500;0.8500;3.4;No,,,,
18767;Soviet Union;Afghanistan;D-1 152mm;Towed gun;Artillery;1987;Yes;48;Yes;1989;No;Second hand;0.5000;0.2;9.6;No,,,,
18316;Egypt;Kuwait;Strela-2/SA-7;Portable SAM;Missiles;1987;No;24;Yes;1989;No;New;0.0400;0.0400;0.96;No,,,,
19651;Soviet Union;Cambodia;T-12 100mm/2A19;Towed gun;Artillery;1989;No;15;Yes;1989;No;Second hand;0.3300;0.132;1.98;No,,,,
19674;Soviet Union;Iraq;Kh-29/AS-14 Kedge;ASM;Missiles;1988;Yes;20;Yes;1989;No;New;0.2000;0.2000;4;No,,,,
19605;United Kingdom;Canada;S-500;Air search radar;Sensors;1987;No;3;Yes;1989;No;New;10.0000;10.0000;30;No,,,,
19553;United States;Thailand;BGM-71 TOW;Anti-tank missile;Missiles;1988;Yes;50;Yes;1989;Yes;New;0.0100;0.0100;0.5;No,,,,
19096;United States;Jordan;TPQ-37 Firefinder;Arty locating radar;Sensors;1986;Yes;1;Yes;1989;No;New;8.0000;8.0000;8;No,,,,
19495;United States;Saudi Arabia;TPQ-37 Firefinder;Arty locating radar;Sensors;1985;No;2;Yes;1989;No;New;8.0000;8.0000;16;No,,,,
16711;United States;Saudi Arabia;TPS-43;Air search radar;Sensors;1985;No;1;Yes;1989;No;New;9.0000;9.0000;9;No,,,,
18352;Soviet Union;Syria;Strela-3/SA-14;Portable SAM;Missiles;1985;Yes;500;Yes;1989;No;New;0.0600;0.0600;30;No,,,,
19281;China;Thailand;Type-85 130mm;Self-propelled MRL;Artillery;1987;Yes;30;Yes;1989;No;New;0.4500;0.4500;13.5;No,,,,
19458;Italy;Thailand;RAT-31S;Air search radar;Sensors;1988;Yes;1;Yes;1989;No;New;12.0000;12.0000;12;No,,,,
18557;United States;Mujahedin (Afghanistan)*;BGM-71 TOW;Anti-tank missile;Missiles;1988;Yes;40;Yes;1989;No;New;0.0100;0.0100;0.4;No,,,,
17558;Italy;Australia;HSS-1;Air search radar;Sensors;1986;No;2;Yes;1989;No;New;1.1900;1.1900;2.38;No,,,,
18941;United States;Canada;AIM-9M Sidewinder;AIM-9S;Missiles;1988;No;50;Yes;1989;No;New;0.1200;0.1200;6;No,,,,
20757;Germany;Saudi Arabia;Al Jouf;Patrol craft;Ships;1987;No;4;No;1989;No;New;14.7000;14.7000;58.8;No,,,,
19847;United States;Morocco;F-5E Tiger-2;FGA aircraft;Aircraft;1989;No;5;Yes;1989;No;Second hand;10.5000;4.2;21;No,,,,
18382;France;Turkey;Stentor;Ground surv radar;Sensors;1987;No;1;Yes;1989;No;New;1.0000;1.0000;1;No,,,,
18273;United States;Greece;AIM-7F Sparrow;BVRAAM;Missiles;1987;Yes;30;Yes;1989;No;New;0.1600;0.1600;4.8;No,,,,
4411;United States;Italy;BGM-71 TOW;Anti-tank missile;Missiles;1984;No;629;Yes;1989;No;New;0.0100;0.0100;6.29;No,,,,
19877;United States;Uruguay;T-33A Shooting Star;Trainer aircraft;Aircraft;1989;No;5;Yes;1989;No;Second hand;2.5000;1;5;No,,,,
20096;United States;Mexico;Bell-212/UH-1N;Helicopter;Aircraft;1989;No;5;Yes;1989;No;New;3.7000;3.7000;18.5;No,,,,
18287;Soviet Union;Iraq;2S3 152mm;Self-propelled gun;Artillery;1986;Yes;20;Yes;1989;No;New;1.0000;1.0000;20;No,,,,
21123;United States;Taiwan;W-160;Fire control radar;Sensors;1989;Yes;2;Yes;1989;Yes;New;1.5000;1.5000;3;No,,,,
20770;United States;Pakistan;Ajax;Support ship;Ships;1989;No;1;No;1989;No;Second hand;88.0000;35.2;35.2;No,,,,
20399;Soviet Union;East Germany (GDR);R-73/AA-11;SRAAM;Missiles;1987;No;100;Yes;1989;No;New;0.1500;0.1500;15;No,,,,
20930;Soviet Union;Bulgaria;Project-1241/Tarantul;FAC;Ships;1989;Yes;1;No;1989;No;New;70.0000;70.0000;70;No,,,,
19867;United States;Turkey;RGM-84 Harpoon;Anti-ship missile;Missiles;1982;No;20;Yes;1989;No;New;1.0000;1.0000;20;No,,,,
21569;United Kingdom;India;Cymbeline;Arty locating radar;Sensors;1988;Yes;4;Yes;1989;Yes;New;2.3800;2.3800;9.52;Yes,,,,
22083;South Korea;Liberia;Sea Dolphin;Patrol craft;Ships;1989;Yes;1;No;1989;No;New;12.0000;12.0000;12;No,,,,
21928;Italy;Spain;RAN-12L/X;Air/sea search radar;Sensors;1987;Yes;2;Yes;1989;Yes;New;3.0000;3.0000;6;No,,,,
21935;Canada;Spain;VPS-2;Fire control radar;Sensors;1987;Yes;4;Yes;1989;Yes;New;2.0000;2.0000;8;No,,,,
22506;United States;Norway;MPQ-64 Sentinel;Air search radar;Sensors;1984;No;10;Yes;1989;No;New;5.0000;5.0000;50;No,,,,
23131;United States;South Korea;RGM-84 Harpoon;Anti-ship missile;Missiles;1987;Yes;100;Yes;1989;Yes;New;1.0000;1.0000;100;No,,,,
21742;Switzerland;United States;ADATS;Mobile SAM system;Air defence systems;1987;No;4;No;1989;No;New;10.0000;10.0000;40;No,,,,
4711;United States;Australia;AIM-7M Sparrow;BVRAAM;Missiles;1984;No;150;Yes;1989;No;New;0.1800;0.1800;27;No,,,,
1648;United States;Italy;Bell-206/OH-58;Light helicopter;Aircraft;1986;Yes;1;Yes;1989;Yes;New;0.7000;0.7000;0.7;Yes,,,,
24215;Soviet Union;Cambodia;Mi-8MT/Mi-17;Transport helicopter;Aircraft;1988;No;5;Yes;1989;No;New;6.7500;6.7500;33.75;No,,,,
18653;United States;Egypt;BGM-71 TOW;Anti-tank missile;Missiles;1988;No;500;Yes;1989;No;New;0.0100;0.0100;5;No,,,,
23356;Spain;Bolivia;C-212;Transport aircraft;Aircraft;1988;Yes;1;No;1989;No;New;3.8000;3.8000;3.8;No,,,,
16859;Australia;Papua New Guinea;ASI-315;Patrol craft;Ships;1985;No;1;No;1989;No;New;6.0000;6.0000;6;No,,,,
24635;United States;Spain;Citation-2;Light transport ac;Aircraft;1988;Yes;1;No;1989;No;New;3.5000;3.5000;3.5;No,,,,
19369;United States;Bolivia;C-130B Hercules;Transport aircraft;Aircraft;1988;Yes;4;Yes;1989;No;Second hand but modernized;23.0000;15.18;60.72;No,,,,
16708;United States;Pakistan;TPQ-37 Firefinder;Arty locating radar;Sensors;1985;Yes;1;Yes;1989;No;New;8.0000;8.0000;8;No,,,,
24657;United States;Switzerland;TPS-70;Air search radar;Sensors;1985;No;1;Yes;1989;Yes;New;11.0000;11.0000;11;No,,,,
4461;France;Spain;Roland;SAM;Missiles;1984;No;138;Yes;1989;No;New;0.1200;0.1200;16.56;Yes,,,,
24710;Soviet Union;Bulgaria;ST-68/Tin Shield;Air search radar;Sensors;1988;Yes;1;Yes;1989;Yes;New;12.5000;12.5000;12.5;No,,,,
19649;Soviet Union;Cambodia;T-55;Tank;Armoured vehicles;1988;No;100;No;1989;No;Second hand;1.2500;0.5;50;No,,,,
19653;Soviet Union;Cambodia;BM-21 Grad 122mm;Self-propelled MRL;Artillery;1988;Yes;10;Yes;1989;No;New;0.4500;0.4500;4.5;No,,,,
23847;Switzerland;Saudi Arabia;Skyguard;Fire control radar;Sensors;1988;No;7;Yes;1989;Yes;New;5.0000;5.0000;35;No,,,,
25043;United Kingdom;United States;Island;Patrol craft;Ships;1987;No;8;No;1989;No;New;9.3000;9.3000;74.4;Yes,,,,
25044;United Kingdom;United States;Island;Patrol craft;Ships;1987;No;2;No;1989;No;New;9.3000;9.3000;18.6;Yes,,,,
36635;United States;Egypt;R4E Skyeye;UAV;Aircraft;1985;No;24;Yes;1989;No;New;0.1000;0.1000;2.4;No,,,,
25049;France;Mauritania;MILAN;Anti-tank missile;Missiles;1988;Yes;40;Yes;1989;Yes;New;0.0100;0.0100;0.4;No,,,,
4521;Spain;Argentina;C-212;Transport aircraft;Aircraft;1987;Yes;2;No;1989;No;New;3.8000;3.8000;7.6;No,,,,
25179;Soviet Union;Czechoslovakia;BTR-60P;APC;Armoured vehicles;1984;Yes;2;Yes;1989;Yes;New;0.2200;0.2200;0.44;No,,,,
23885;United Kingdom;Brazil;Mk-8 114mm;Naval gun;Naval weapons;1981;Yes;1;Yes;1989;Yes;New;5.0000;5.0000;5;No,,,,
21702;United Kingdom;Brazil;AWS-4;Air/sea search radar;Sensors;1981;Yes;1;Yes;1989;Yes;New;4.7500;4.7500;4.75;No,,,,
21701;Italy;Brazil;Orion RTN-10X;Fire control radar;Sensors;1981;Yes;1;Yes;1989;Yes;New;2.2500;2.2500;2.25;No,,,,
25410;Singapore;Sweden;Smit Manila;Cargo ship;Ships;1988;Yes;1;No;1989;No;Second hand but modernized;20.0000;13.2;13.2;No,,,,
21418;United Kingdom;India;CET;AEV;Armoured vehicles;1986;No;5;Yes;1989;Yes;New;0.5500;0.5500;2.75;No,,,,
20313;Canada;United States;Piranha;APC;Armoured vehicles;1987;No;12;No;1989;No;New;0.2600;0.2600;3.12;No,,,,
23938;United States;Turkey;Mk-45 127mm;Naval gun;Naval weapons;1982;Yes;1;Yes;1989;Yes;New;5.2500;5.2500;5.25;No,,,,
20322;United Kingdom;Turkey;AWS-6 Dolphin;Air/sea search radar;Sensors;1982;Yes;1;Yes;1989;Yes;New;6.0000;6.0000;6;No,,,,
19857;Netherlands;Turkey;WM-20;Fire control radar;Sensors;1982;Yes;1;Yes;1989;Yes;New;6.0000;6.0000;6;No,,,,
